Date,Region,TV_Spend,SocialMedia_Spend,GoogleAds_Spend,Influencer_Spend,Email_Spend,Total_Sales
2024-06-07,West,146410,36111,56855,8046,13088,781518
2024-06-07,Central,76715,42355,45848,17703,6488,583570
2024-06-08,North,77605,18269,73526,13043,10200,627353
2024-06-08,South,149853,12831,27607,7804,14900,603441
2024-06-08,East,81174,54370,56787,15176,8950,698482
2024-06-08,West,59956,21819,53583,8936,10906,462799
2024-06-08,Central,126373,34813,32563,36174,3927,670711
2024-06-09,North,119252,31637,66060,22096,10301,743578
2024-06-09,South,111949,11996,76407,28232,6929,716832
2024-06-09,East,112646,54387,68926,30909,10457,876009
2024-06-09,West,120017,59429,53690,13366,7492,734790
2024-06-09,Central,113037,13089,65697,24589,5223,673569
2024-06-10,North,139818,43291,49176,11506,8127,700017
2024-06-10,South,56548,30659,34925,33842,7071,520276
2024-06-10,East,123294,55178,41251,22458,2954,720731
2024-06-10,West,73177,40429,37648,26831,9050,584496
2024-06-10,Central,74022,25732,40108,13783,11541,508025
2024-06-11,North,55542,29506,30979,16170,3574,382203
2024-06-11,South,141012,50935,22722,19609,12415,693383
2024-06-11,East,146320,15190,25355,28035,8668,606434
2024-06-11,West,110428,14575,66069,21208,9095,679311
2024-06-11,Central,72740,50495,48799,18636,14023,610081
2024-06-12,North,109353,58146,55318,14039,9720,774341
2024-06-12,South,140353,44565,74471,19990,5255,916205
2024-06-12,East,106532,44899,52705,11441,3058,653110
2024-06-12,West,66052,33706,63909,13685,3957,579674
2024-06-12,Central,97076,57668,43070,18778,8648,625291
2024-06-13,North,103420,32884,70825,31862,6944,733021
2024-06-13,South,50671,27199,73739,32273,7058,638026
2024-06-13,East,50163,54100,31284,33413,13339,555819
2024-06-13,West,91424,49434,41737,8956,4519,592619
2024-06-13,Central,103744,59294,43241,11553,13845,662370
2024-06-14,North,120331,22479,47414,28253,9913,682685
2024-06-14,South,60634,44178,70818,28915,4570,627143
2024-06-14,East,54798,22665,40895,7365,13119,408401
2024-06-14,West,72420,10534,46771,11668,9450,468805
2024-06-14,Central,79300,36292,75324,10000,5887,689127
2024-06-15,North,139881,46132,21384,8675,9703,621063
2024-06-15,South,60749,46110,73555,17907,8417,675727
2024-06-15,East,75121,32469,73106,22336,11079,664580
2024-06-15,West,87487,56233,42689,24684,2744,658926
2024-06-15,Central,143947,47268,47475,33311,8420,815121
2024-06-16,North,83361,11172,28252,20136,5514,475524
2024-06-16,South,71223,37914,50844,17219,4930,558724
2024-06-16,East,122930,30901,50151,8247,7537,641173
2024-06-16,West,64056,50775,60006,9415,12871,626666
2024-06-16,Central,78380,44409,43365,11472,8713,570263
2024-06-17,North,76035,59623,26026,27380,2175,565931
2024-06-17,South,80620,29324,52767,32280,2565,626896
2024-06-17,East,69877,18738,48523,26859,5217,508343
2024-06-17,West,105316,47494,75761,38805,6357,861873
2024-06-17,Central,114041,54557,30482,13262,14818,657740
2024-06-18,North,103352,34054,66569,16066,7973,690541
2024-06-18,South,80911,39709,68888,20554,11586,684669
2024-06-18,East,82784,53785,68348,12008,7802,686748
2024-06-18,West,53191,30107,61432,27315,9034,553979
2024-06-18,Central,83160,10363,70110,20263,11412,621477
2024-06-19,North,140536,20358,45108,21238,2947,663569
2024-06-19,South,114641,46077,20493,21489,10776,614697
2024-06-19,East,99723,59697,76194,22153,13054,833169
2024-06-19,West,53631,13240,36465,29283,11812,458067
2024-06-19,Central,56172,16665,59767,16687,5355,464335
2024-06-20,North,92080,55689,49550,27998,12541,695621
2024-06-20,South,139097,11936,33833,33887,7251,635150
2024-06-20,East,140353,56736,22970,9355,5191,680036
2024-06-20,West,70281,35538,52779,38701,7847,652642
2024-06-20,Central,78671,53965,49958,10906,13399,618103
2024-06-21,North,101431,21998,76976,17572,8716,696857
2024-06-21,South,140900,10882,68319,17279,12768,756106
2024-06-21,East,142961,30224,37145,15611,2531,644572
2024-06-21,West,78602,49691,55953,13261,3231,636977
2024-06-21,Central,138789,56476,69177,9474,12185,846350
2024-06-22,North,101399,40825,21806,30878,3697,604523
2024-06-22,South,73472,15204,75803,33390,5370,641216
2024-06-22,East,99230,38885,25664,31925,3545,583654
2024-06-22,West,123616,50056,48900,21638,13357,738876
2024-06-22,Central,57099,13203,34126,28471,3437,457947
2024-06-23,North,75431,12244,65662,9787,10562,543753
2024-06-23,South,106492,42786,25154,12862,6504,533082
2024-06-23,East,146722,59793,42208,15663,7502,766798
2024-06-23,West,97684,13083,33767,21120,9608,521943
2024-06-23,Central,80111,31584,40043,27740,7997,531915
2024-06-24,North,113936,18521,67994,7035,7566,648569
2024-06-24,South,72614,43541,21525,39735,9786,539853
2024-06-24,East,142260,39063,53528,6852,10808,729356
2024-06-24,West,91991,14732,36978,13303,6166,483002
2024-06-24,Central,120476,37518,76344,5164,6014,747253
2024-06-25,North,110920,49563,66648,39905,14371,855667
2024-06-25,South,144294,49752,21055,15215,4256,659287
2024-06-25,East,113530,39697,30046,35694,6354,695735
2024-06-25,West,86224,12567,55851,36253,5310,639648
2024-06-25,Central,57788,26121,35678,29230,9399,479893
2024-06-26,North,78082,11674,64876,21925,2931,586830
2024-06-26,South,139570,20875,72827,11033,4329,763651
2024-06-26,East,126816,54340,46624,7665,2393,690588
2024-06-26,West,133588,10739,62418,32025,4465,736241
2024-06-26,Central,66531,11545,58725,28533,5277,557032
2024-06-27,North,138340,39140,25255,17125,7430,624480
2024-06-27,South,144439,19327,29411,25998,9002,640907
2024-06-27,East,94857,15127,73380,28057,12121,694531
2024-06-27,West,60142,33331,69112,18708,10817,608514
2024-06-27,Central,98355,33004,73333,23072,7988,728778
2024-06-28,North,59866,51833,62459,10095,9509,618194
2024-06-28,South,120067,20492,70982,36495,7932,789697
2024-06-28,East,114027,23749,56163,6637,14849,646680
2024-06-28,West,107906,33508,53971,19670,13071,731562
2024-06-28,Central,78138,19045,51235,33658,13358,591238
2024-06-29,North,142601,30116,39194,10203,13614,670918
2024-06-29,South,79956,28667,39476,26518,12301,571381
2024-06-29,East,126295,19521,23044,13669,11357,558870
2024-06-29,West,55439,18669,75223,7366,4781,539528
2024-06-29,Central,97241,37302,60040,23910,12083,681162
2024-06-30,North,92533,21283,41057,36087,13374,599213
2024-06-30,South,78270,40935,23514,5366,3639,441524
2024-06-30,East,128815,16998,29990,14907,10973,553294
2024-06-30,West,89279,38806,58960,35289,14884,699206
2024-06-30,Central,73888,41624,63535,37780,12248,704330
2024-07-01,North,67630,23440,69296,24623,12515,611770
2024-07-01,South,111063,55465,27507,25426,4274,631432
2024-07-01,East,85144,56501,24857,12485,12425,600873
2024-07-01,West,102161,31797,32118,38024,12830,644315
2024-07-01,Central,146718,11269,70529,30469,13479,818628
2024-07-02,North,141074,17868,23146,20903,4480,599383
2024-07-02,South,127360,40251,46401,8212,12808,715080
2024-07-02,East,100979,22373,74176,32799,8799,756398
2024-07-02,West,147661,28987,69945,21087,10547,851143
2024-07-02,Central,56979,48729,46177,12446,14679,536221
2024-07-03,North,76189,25734,58524,34281,6674,616975
2024-07-03,South,92600,52429,24414,19877,13538,601272
2024-07-03,East,109560,51337,37494,29723,5522,710762
2024-07-03,West,128040,50325,74824,17943,12659,874413
2024-07-03,Central,111558,28064,40437,15306,8104,597125
2024-07-04,North,136205,18433,23937,25455,7819,580699
2024-07-04,South,56910,58421,56731,29491,2163,642395
2024-07-04,East,107713,19111,41326,10912,8922,571056
2024-07-04,West,96857,48450,58665,34974,13826,760396
2024-07-04,Central,84964,58247,28974,32371,14925,649920
2024-07-05,North,135667,25047,67145,38210,13855,828915
2024-07-05,South,75227,18084,37500,8936,13446,446663
2024-07-05,East,55978,31751,68824,38166,5381,633226
2024-07-05,West,137527,26453,21750,30727,4064,624356
2024-07-05,Central,67153,30308,79920,33368,8589,702901
2024-07-06,North,109765,48968,24027,7995,14457,540190
2024-07-06,South,149084,40077,64296,39984,9447,922059
2024-07-06,East,89071,53046,25745,31563,5984,619420
2024-07-06,West,119519,44775,41448,27150,5887,706836
2024-07-06,Central,59503,58570,62447,27061,2339,651163
2024-07-07,North,110703,56097,48451,34178,6821,749910
2024-07-07,South,114379,34503,48207,5160,5781,658517
2024-07-07,East,145457,12779,25938,20648,5590,536737
2024-07-07,West,107866,31304,32150,8573,12125,524619
2024-07-07,Central,66905,10755,33406,39593,7130,528978
2024-07-08,North,95838,49263,39781,18786,9691,680893
2024-07-08,South,108279,52955,77417,33500,11837,914137
2024-07-08,East,139489,52281,70511,14815,14420,878938
2024-07-08,West,76806,27400,78435,26966,12879,695365
2024-07-08,Central,95000,50115,57621,18794,9315,669085
2024-07-09,North,72168,24249,38325,36423,9733,561536
2024-07-09,South,120119,57647,23148,38944,7049,700971
2024-07-09,East,88714,56825,48879,26302,12318,733501
2024-07-09,West,104093,54825,69011,26264,14633,784871
2024-07-09,Central,105419,34600,27933,24604,6704,582610
2024-07-10,North,99145,47706,29436,32835,2638,647497
2024-07-10,South,127425,29222,37669,12820,9709,641445
2024-07-10,East,142949,43505,26474,6499,7143,647488
2024-07-10,West,127811,48968,67447,28814,3224,850325
2024-07-10,Central,52461,51139,31228,29089,13897,541641
2024-07-11,North,64291,59383,53538,12626,14102,643583
2024-07-11,South,96804,51302,21843,37746,6245,634701
2024-07-11,East,126971,39148,20073,21137,11741,620081
2024-07-11,West,143471,32302,70812,26260,7423,846275
2024-07-11,Central,114946,12623,36059,31283,14337,599932
2024-07-12,North,148989,18646,40733,6769,8607,605249
2024-07-12,South,134080,23543,76254,20634,9407,778329
2024-07-12,East,111332,38960,60768,15965,11697,709889
2024-07-12,West,127794,32785,45395,32566,10073,731136
2024-07-12,Central,80841,22817,40202,38143,10152,565812
2024-07-13,North,98758,41406,33273,24420,14622,598070
2024-07-13,South,126272,33456,68889,30236,11567,813271
2024-07-13,East,87643,33777,53099,11218,10859,611856
2024-07-13,West,100408,30914,70573,13495,7768,646420
2024-07-13,Central,93950,39553,27512,38853,4374,589548
2024-07-14,North,106849,33548,48231,18073,6090,639357
2024-07-14,South,78044,47265,43274,16371,3015,599063
2024-07-14,East,65997,50701,57699,22594,2335,674857
2024-07-14,West,129751,16727,79035,16226,14953,770551
2024-07-14,Central,148605,54924,65510,15046,2080,848010
2024-07-15,North,73911,42427,42409,9965,4134,522086
2024-07-15,South,105533,26692,66194,18336,11991,701384
2024-07-15,East,132566,41625,73560,24843,2257,841096
2024-07-15,West,144870,34918,25113,22373,2184,652385
2024-07-15,Central,64571,51395,61187,11654,8841,592104
2024-07-16,North,144463,51136,22881,36280,2122,704073
2024-07-16,South,107941,59290,65913,27407,10056,841717
2024-07-16,East,108005,59345,66324,7358,9263,753766
2024-07-16,West,136250,25577,39249,31583,6700,714962
2024-07-16,Central,108712,29619,55343,33706,8658,721771
2024-07-17,North,93541,56240,32714,11360,5514,555555
2024-07-17,South,73387,43710,58953,8743,7633,627340
2024-07-17,East,143980,47388,28656,12159,8077,676075
2024-07-17,West,98908,26195,25741,37151,3394,550690
2024-07-17,Central,135457,37689,36661,5518,4352,615686
2024-07-18,North,63057,21154,51555,21652,13411,505701
2024-07-18,South,114028,49121,48690,17925,11500,719584
2024-07-18,East,105731,39412,52833,10475,7961,644256
2024-07-18,West,74858,31341,57030,14886,5944,613649
2024-07-18,Central,98689,42018,25704,16465,12133,567884
2024-07-19,North,94638,19145,68123,16221,8405,679266
2024-07-19,South,141598,52262,61362,29395,2490,844866
2024-07-19,East,96486,56330,32175,7335,3054,564069
2024-07-19,West,70567,32223,77141,9576,2701,638370
2024-07-19,Central,79739,12880,32696,5500,4934,409667
2024-07-20,North,107804,31271,59023,31675,7387,724738
2024-07-20,South,53754,43313,60209,13083,8037,545494
2024-07-20,East,77044,56900,48054,20720,6695,597870
2024-07-20,West,117260,23304,41076,10543,11326,582519
2024-07-20,Central,116912,44695,34986,8276,10271,612272
2024-07-21,North,58706,40225,66118,35635,11027,681249
2024-07-21,South,58894,30536,34440,29180,10843,471506
2024-07-21,East,68037,40831,73571,11613,2416,614761
2024-07-21,West,133986,59156,27960,6327,7566,669386
2024-07-21,Central,131942,21673,42462,15666,7173,645599
2024-07-22,North,101612,31917,37821,31255,7999,630474
2024-07-22,South,79725,37829,77772,25130,13872,732655
2024-07-22,East,55926,25372,47258,27068,5866,487691
2024-07-22,West,59496,35938,47353,23946,10937,570728
2024-07-22,Central,106447,12663,43416,25547,4002,589728
2024-07-23,North,79806,57801,42115,24701,2239,620826
2024-07-23,South,138199,19465,72530,10769,13085,774538
2024-07-23,East,91321,13326,66433,29883,3944,645109
2024-07-23,West,115095,13659,44968,18663,8561,577382
2024-07-23,Central,72656,37594,42731,27852,11047,603456
2024-07-24,North,105147,14763,42785,25388,13707,596571
2024-07-24,South,141396,33121,59397,38434,12838,842073
2024-07-24,East,99666,20828,33828,27102,7867,531905
2024-07-24,West,132368,57588,24541,26536,5194,681317
2024-07-24,Central,88787,21221,60644,17355,14707,635303
2024-07-25,North,112946,21211,33311,7234,9733,533085
2024-07-25,South,71727,23569,77685,36147,8359,680604
2024-07-25,East,145081,41358,77476,28659,9587,892388
2024-07-25,West,118056,47860,50531,21560,6804,771962
2024-07-25,Central,53081,16022,34588,28088,12790,452301
2024-07-26,North,84196,55337,69416,7928,3353,712809
2024-07-26,South,86735,23515,32380,33184,12227,587345
2024-07-26,East,130102,16159,62645,25099,4880,703355
2024-07-26,West,129578,55991,37818,9274,2679,715862
2024-07-26,Central,75498,51213,50857,29970,10678,650506
2024-07-27,North,126865,31691,41711,30744,5620,712507
2024-07-27,South,81656,34904,25097,13389,13842,481465
2024-07-27,East,117695,53790,70812,22352,14910,861377
2024-07-27,West,87900,13044,48393,26148,11630,563017
2024-07-27,Central,134899,19612,42076,36828,6314,716893
2024-07-28,North,97701,15636,38738,7504,8864,517342
2024-07-28,South,69033,21593,77609,33743,3484,695259
2024-07-28,East,60805,58947,49317,33894,2690,648892
2024-07-28,West,85851,12892,59229,35995,10083,617296
2024-07-28,Central,76832,31672,78480,22748,8125,690932
2024-07-29,North,113437,15812,27044,28100,11204,568845
2024-07-29,South,63944,41085,25497,38691,8668,550897
2024-07-29,East,69873,10654,73701,27981,14734,650250
2024-07-29,West,90372,27143,75486,37708,4347,735353
2024-07-29,Central,139464,11798,75162,15246,5708,730832
2024-07-30,North,65379,47927,33751,37486,14662,582361
2024-07-30,South,86751,39087,49882,35340,8376,670167
2024-07-30,East,139822,21618,74078,24338,9930,820048
2024-07-30,West,55110,18446,78734,8086,12114,567977
2024-07-30,Central,104341,31646,62072,30535,2637,687937
2024-07-31,North,62087,46591,63194,19860,7866,613941
2024-07-31,South,73762,58867,63826,22013,8793,696890
2024-07-31,East,132617,37200,42449,12407,5008,701531
2024-07-31,West,59596,39571,64028,38542,9216,669522
2024-07-31,Central,68313,32538,71331,29935,12425,653808
2024-08-01,North,116549,50555,74119,39111,9372,902775
2024-08-01,South,73705,53964,53402,15161,12317,635287
2024-08-01,East,117364,30900,72783,28581,7600,768977
2024-08-01,West,123445,32356,52543,37277,13649,764147
2024-08-01,Central,128645,33023,78743,26400,14481,850187
2024-08-02,North,52023,49148,49362,16419,13366,556685
2024-08-02,South,109796,27392,47315,24283,13880,677275
2024-08-02,East,130073,30698,47746,5934,3399,647037
2024-08-02,West,142197,52470,30057,39754,12526,799822
2024-08-02,Central,114429,36535,66113,26380,10003,792187
2024-08-03,North,111627,45450,62915,19016,3505,732447
2024-08-03,South,83848,43757,41061,27695,7842,603248
2024-08-03,East,87804,22476,71370,29952,10441,704306
2024-08-03,West,65379,51214,54157,20721,7320,625511
2024-08-03,Central,109664,14711,65839,6505,10727,596352
2024-08-04,North,77766,16479,31322,10363,13724,462723
2024-08-04,South,118099,41390,24276,6010,8443,534067
2024-08-04,East,86060,23161,32306,24861,5549,522557
2024-08-04,West,144733,42152,54017,29125,8952,835253
2024-08-04,Central,119122,24635,76792,14369,10649,688735
2024-08-05,North,66087,50843,47742,8857,4738,553734
2024-08-05,South,98868,40297,51600,31671,5369,728795
2024-08-05,East,73225,30836,74864,14864,6135,625117
2024-08-05,West,145286,34831,37629,37490,9983,731447
2024-08-05,Central,56643,11007,28245,15120,13888,365960
2024-08-06,North,143059,36331,51414,25223,5411,780720
2024-08-06,South,86727,50456,63870,37150,7635,767215
2024-08-06,East,61005,20763,50098,7553,6069,434760
2024-08-06,West,115697,13908,68994,20489,8251,674550
2024-08-06,Central,66029,37573,30588,9389,13579,427719
2024-08-07,North,64226,29187,20442,26950,5185,397089
2024-08-07,South,113646,21957,59744,16089,5238,648888
2024-08-07,East,110603,14379,57443,8051,10452,606979
2024-08-07,West,78731,37959,31803,33805,7737,574891
2024-08-07,Central,118926,26482,60721,34442,11439,768087
2024-08-08,North,55997,37105,57145,7555,13525,546016
2024-08-08,South,105506,10877,30599,17767,13514,534169
2024-08-08,East,128229,58353,27058,5458,4573,632665
2024-08-08,West,99815,28252,37206,21066,8853,581449
2024-08-08,Central,92092,41334,31894,9721,2125,527109
2024-08-09,North,112539,29049,22939,17446,11421,547099
2024-08-09,South,116077,27772,76248,11304,13403,745255
2024-08-09,East,71817,12637,42149,39688,13325,553613
2024-08-09,West,87861,17242,21031,18227,3306,457139
2024-08-09,Central,63428,52025,30208,11298,4101,511871
2024-08-10,North,93934,51381,20562,15306,2135,494924
2024-08-10,South,60258,45651,63498,7589,12569,597661
2024-08-10,East,107775,43972,69492,18601,9311,763186
2024-08-10,West,131580,26928,40951,12711,3459,650147
2024-08-10,Central,144947,38742,68920,26364,6231,858293
2024-08-11,North,55469,21831,66766,38706,9656,631042
2024-08-11,South,78854,58232,77014,34610,2812,793647
2024-08-11,East,56256,29556,48351,8970,9900,490175
2024-08-11,West,126256,35343,38680,8999,11043,605093
2024-08-11,Central,83937,32834,69386,26034,11936,694772
2024-08-12,North,149134,56762,41586,21632,12130,788352
2024-08-12,South,51651,49288,29308,18385,9568,471688
2024-08-12,East,100288,43422,79252,10950,2870,731079
2024-08-12,West,134730,33205,29609,12975,10826,638678
2024-08-12,Central,75051,28830,49495,26314,2668,565154
2024-08-13,North,77386,18412,37675,28398,3293,535216
2024-08-13,South,125054,13666,48064,30277,13280,673600
2024-08-13,East,66184,47045,73879,31761,10460,712539
2024-08-13,West,83787,30786,28720,36533,11052,561820
2024-08-13,Central,71621,15515,62940,11966,10673,550120
2024-08-14,North,125564,51973,34457,11587,13482,708906
2024-08-14,South,127984,36627,22939,27880,5390,617060
2024-08-14,East,109792,25198,67113,10091,11453,709924
2024-08-14,West,95253,13985,68926,36130,12524,703496
2024-08-14,Central,84051,55903,58203,22061,10294,699545
2024-08-15,North,99811,50935,43365,27293,13986,714803
2024-08-15,South,80447,39475,25392,6561,7549,487639
2024-08-15,East,133930,50216,45905,8656,6887,724305
2024-08-15,West,80254,29403,27972,26618,6334,478264
2024-08-15,Central,134045,13681,70385,25530,12884,779479
2024-08-16,North,107418,36019,50653,26872,7684,732127
2024-08-16,South,64472,37586,46329,33330,13863,558080
2024-08-16,East,53471,59724,39184,21139,11073,573186
2024-08-16,West,145804,52292,34799,37977,8750,805310
2024-08-16,Central,58329,47521,71927,9983,4235,600787
2024-08-17,North,84865,49850,35052,26329,6983,628705
2024-08-17,South,96850,46770,26044,13818,9752,519722
2024-08-17,East,104220,15629,39871,15918,13226,542081
2024-08-17,West,143808,37710,43767,6250,7019,703653
2024-08-17,Central,56397,40328,67183,9758,10041,602679
2024-08-18,North,147909,22278,40234,7163,4577,643696
2024-08-18,South,85525,18417,79871,39621,2675,736026
2024-08-18,East,103072,44765,41381,22137,4439,641376
2024-08-18,West,140106,18963,37274,37103,11873,700452
2024-08-18,Central,133820,58552,66626,26832,7587,866369
2024-08-19,North,134530,47292,42304,6868,7945,703610
2024-08-19,South,73284,35009,79409,24728,11468,719576
2024-08-19,East,111330,37675,37572,33029,6767,687632
2024-08-19,West,133369,46175,58412,33183,9004,824118
2024-08-19,Central,75122,16731,69892,27785,9728,618208
2024-08-20,North,120553,50563,70521,23940,13439,855755
2024-08-20,South,131906,21332,45965,10280,8609,585269
2024-08-20,East,144788,29177,38384,7164,6934,591402
2024-08-20,West,112812,33718,37855,32188,5648,678820
2024-08-20,Central,57999,12911,37920,19088,9131,406336
2024-08-21,North,72436,28799,36702,23405,3312,506697
2024-08-21,South,92963,59402,79608,7821,11265,786541
2024-08-21,East,52096,25194,57921,27516,6099,566712
2024-08-21,West,75279,14951,21894,15473,3654,373290
2024-08-21,Central,76201,50866,50985,17178,13939,627335
2024-08-22,North,69715,38333,48287,32018,14280,610749
2024-08-22,South,79309,31673,27991,22097,12085,519187
2024-08-22,East,65078,58885,35439,19096,8018,577287
2024-08-22,West,106614,50870,49084,8545,3285,677523
2024-08-22,Central,55105,15565,62235,29798,9852,532464
2024-08-23,North,144848,32821,47659,5863,10726,737866
2024-08-23,South,52839,35494,44976,21148,9046,504344
2024-08-23,East,118920,43941,58703,26009,13639,781277
2024-08-23,West,93619,18624,37107,22809,7180,535807
2024-08-23,Central,92821,57162,22329,23688,3379,564304
2024-08-24,North,63493,56024,62095,5653,2645,592027
2024-08-24,South,67069,10835,22770,13129,10215,386851
2024-08-24,East,57531,28646,76697,31418,7412,690864
2024-08-24,West,87051,21824,24846,28118,6652,498302
2024-08-24,Central,57736,47335,36651,5443,8834,490543
2024-08-25,North,57710,13815,69044,32041,6451,595158
2024-08-25,South,117155,59398,34633,28843,8103,725626
2024-08-25,East,63975,12429,33628,26053,9084,426014
2024-08-25,West,112424,51950,20569,35848,14862,657148
2024-08-25,Central,95603,51886,79900,33213,6124,827605
2024-08-26,North,73252,54398,21973,13291,2364,517759
2024-08-26,South,130797,12607,77889,21285,4655,777641
2024-08-26,East,51431,35650,55590,31886,10600,619508
2024-08-26,West,124603,48698,73612,18944,9433,845213
2024-08-26,Central,87481,42353,53038,28340,3314,646121
2024-08-27,North,142573,46790,69088,35025,7272,922352
2024-08-27,South,59557,21991,27641,6607,2218,378384
2024-08-27,East,124971,31168,28930,7953,6703,575688
2024-08-27,West,50162,41099,26680,10933,7131,381613
2024-08-27,Central,84742,49385,21257,16386,3539,479982
2024-08-28,North,69675,45919,28250,9682,5433,482425
2024-08-28,South,123997,41416,58138,16154,3602,724285
2024-08-28,East,67015,15580,48757,14047,4704,474125
2024-08-28,West,100057,17054,24858,27993,7064,498370
2024-08-28,Central,82591,34090,61349,15338,5648,621657
2024-08-29,North,143583,50387,33491,19323,3105,695917
2024-08-29,South,59833,25823,45294,28634,7736,528860
2024-08-29,East,57896,56015,76151,31292,7812,757101
2024-08-29,West,82972,47341,65204,14917,13603,705359
2024-08-29,Central,99733,25339,65638,15145,4488,623751
2024-08-30,North,91800,13491,69272,34717,10808,699565
2024-08-30,South,146044,10706,26908,21905,14513,598801
2024-08-30,East,55347,41957,30844,35273,4418,550445
2024-08-30,West,109063,25728,71455,31234,2027,768156
2024-08-30,Central,145850,16997,57629,18349,13247,737364
2024-08-31,North,52643,48001,22911,6002,10207,452316
2024-08-31,South,90785,48523,28991,37573,13540,632527
2024-08-31,East,68681,35163,31572,32803,10524,538198
2024-08-31,West,100026,27718,63066,16330,14770,683004
2024-08-31,Central,65892,31972,49693,31504,9977,630325
2024-09-01,North,97299,28231,60004,19980,6661,680480
2024-09-01,South,67073,49619,58333,12017,12353,632671
2024-09-01,East,80682,22126,75683,21011,12277,651358
2024-09-01,West,147798,33595,37493,23001,6549,696275
2024-09-01,Central,146894,50633,59697,22044,5953,860889
2024-09-02,North,64289,22118,37634,10250,12981,414400
2024-09-02,South,57927,13317,79984,28289,6261,622645
2024-09-02,East,98330,54980,44561,38087,10123,758644
2024-09-02,West,116707,54115,38033,15416,12444,655534
2024-09-02,Central,127454,53158,27351,30159,6973,719972
2024-09-03,North,115428,57631,75063,10279,10436,836481
2024-09-03,South,100601,59316,45921,30157,12086,735590
2024-09-03,East,127465,49828,39340,20494,3356,700814
2024-09-03,West,52539,25504,34901,30574,11134,440987
2024-09-03,Central,72669,13057,30638,30333,5467,458301
2024-09-04,North,120968,36660,58596,38050,8964,767374
2024-09-04,South,70644,47196,41378,37263,9067,618465
2024-09-04,East,68745,10402,64324,37539,13384,610474
2024-09-04,West,78228,18605,42820,19030,3745,473643
2024-09-04,Central,84521,25761,45060,27721,14697,570303
2024-09-05,North,147239,37043,52642,10166,12549,726515
2024-09-05,South,76928,43635,76766,12121,5879,708884
2024-09-05,East,68322,23779,45378,19677,5777,502676
2024-09-05,West,107714,25155,70867,36241,4115,788618
2024-09-05,Central,137896,50978,28150,21373,8257,693496
2024-09-06,North,112292,43132,62875,26873,4267,756547
2024-09-06,South,79055,33851,72635,6293,4267,611819
2024-09-06,East,92891,25366,44059,27443,11688,544349
2024-09-06,West,131912,38408,54525,23595,12988,781793
2024-09-06,Central,56588,16571,38193,14740,9086,411578
2024-09-07,North,140536,59731,74691,17559,6481,904743
2024-09-07,South,56304,24017,75200,26747,9465,584333
2024-09-07,East,57345,49236,63967,12973,2929,597629
2024-09-07,West,79300,14150,47801,20333,9773,513844
2024-09-07,Central,74259,55833,79664,35129,5324,807914
2024-09-08,North,141006,29423,69063,5037,14692,762530
2024-09-08,South,138553,14137,46246,37311,6587,707832
2024-09-08,East,65352,39992,32807,33207,2356,546782
2024-09-08,West,83365,55004,37535,38241,6310,690521
2024-09-08,Central,69446,38902,25492,5058,6064,413964
2024-09-09,North,52336,59604,75863,7636,7499,625860
2024-09-09,South,112032,54921,51357,35635,5841,759024
2024-09-09,East,125415,23833,26302,19834,14122,596364
2024-09-09,West,147852,11381,52314,20577,11018,733000
2024-09-09,Central,148876,18154,68697,32190,7333,792499
2024-09-10,North,57521,44235,24747,12296,8671,415516
2024-09-10,South,121707,23439,79567,26383,9059,796660
2024-09-10,East,73481,29122,67006,29660,2665,607427
2024-09-10,West,68474,33956,61170,7674,8853,560364
2024-09-10,Central,96760,27264,30686,27820,12220,575508
2024-09-11,North,105718,54774,57449,24504,13883,781538
2024-09-11,South,94629,13149,38891,30666,12774,556466
2024-09-11,East,95232,34660,72115,7076,2553,653262
2024-09-11,West,136544,50660,56196,37406,10519,849657
2024-09-11,Central,117169,30528,49928,30784,9045,674627
2024-09-12,North,100669,58904,27494,26125,11380,648807
2024-09-12,South,128021,11168,56723,28216,9283,705937
2024-09-12,East,119184,55124,49877,7581,2149,693991
2024-09-12,West,97945,45897,72857,20600,14944,798150
2024-09-12,Central,63140,25032,47981,35284,4853,564977
2024-09-13,North,133457,45294,34026,25171,12128,731173
2024-09-13,South,64357,53827,40422,30091,14580,621894
2024-09-13,East,118673,13516,29244,19333,4736,568527
2024-09-13,West,115633,29751,53481,35535,2956,712747
2024-09-13,Central,126943,40373,43644,28487,13440,753212
2024-09-14,North,146111,40270,63848,15404,7180,814709
2024-09-14,South,128258,20386,76163,38700,10607,857879
2024-09-14,East,62924,46323,78031,23047,13646,723029
2024-09-14,West,119286,58780,28521,20577,4645,669100
2024-09-14,Central,143269,24157,21746,29298,5774,639282
2024-09-15,North,124071,47879,37591,20015,7013,698324
2024-09-15,South,107326,49520,46718,30568,2084,727575
2024-09-15,East,140023,59597,69936,31204,3935,954942
2024-09-15,West,80651,49132,22696,36748,11608,595515
2024-09-15,Central,120202,13626,32012,31267,11262,579442
2024-09-16,North,98777,30400,34688,26236,13604,599220
2024-09-16,South,66994,46643,43457,37615,11713,627422
2024-09-16,East,117263,48265,25036,6104,8749,567512
2024-09-16,West,109634,25979,59895,22654,3501,671464
2024-09-16,Central,60800,21529,49960,8646,14283,457199
2024-09-17,North,87823,26645,56486,26471,8569,587234
2024-09-17,South,113878,36424,42159,30906,4473,709224
2024-09-17,East,68708,23382,27910,26107,2735,440629
2024-09-17,West,62819,14025,22693,19878,4838,334854
2024-09-17,Central,124905,53226,69777,14145,4562,813256
